site,t1,t2,snotel,cor,days,temp_diff,swe_diff,sd_diff,swe_t1,swe_t2,sd_t1,sd_t2,temp_t1,temp_t2,inc,tree_perc,land_cover,n
stlake,2021-01-21 00:22:16+00:00,2021-01-28 00:44:37+00:00,766:UT:SNTL,0.40377071,7,1.2,0.0457,0.3302,0.2667,0.3124,0.8382,1.1684,-2.0,-0.8,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-01-28 00:44:46+00:00,2021-02-03 22:57:03+00:00,814:UT:SNTL,,6,-5.3,0.033,0.0508,0.1905,0.2235,1.016,1.0668,-3.6,-8.9,1.3120019435882568,51.91666793823242,21.0,0.0
stlake,2021-01-28 00:44:46+00:00,2021-02-03 22:57:03+00:00,366:UT:SNTL,0.34530425,6,-7.3,0.0279,0.1778,0.1803,0.2083,0.7112,0.889,-1.1,-8.4,1.1553560495376587,35.1875,41.0,16.0
stlake,2021-01-28 00:44:46+00:00,2021-02-03 22:57:03+00:00,766:UT:SNTL,0.426069,6,-8.6,0.061,0.1778,0.3124,0.3734,1.1684,1.3462,-0.8,-9.4,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-02-03 22:57:04+00:00,2021-02-10 19:50:19+00:00,814:UT:SNTL,,6,6.2,0.0127,-0.0254,0.2235,0.2362,1.0668,1.0414,-8.9,-2.7,1.3120019435882568,51.91666793823242,21.0,0.0
stlake,2021-02-03 22:57:04+00:00,2021-02-10 19:50:19+00:00,366:UT:SNTL,0.3883642,6,6.7,0.0152,-0.0508,0.2083,0.2235,0.889,0.8382,-8.4,-1.7,1.1553560495376587,35.1875,41.0,16.0
stlake,2021-02-03 22:57:04+00:00,2021-02-10 19:50:19+00:00,766:UT:SNTL,0.41926858,6,6.6,0.0381,0.0508,0.3734,0.4115,1.3462,1.397,-9.4,-2.8,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-02-03 23:10:23+00:00,2021-02-10 20:03:35+00:00,814:UT:SNTL,0.47392592,6,6.8,0.0127,-0.0254,0.2235,0.2362,1.0668,1.0414,-8.9,-2.1,0.8014991283416748,51.91666793823242,21.0,12.0
stlake,2021-02-03 23:10:23+00:00,2021-02-10 20:03:35+00:00,366:UT:SNTL,0.42832857,6,7.0,0.0152,-0.0508,0.2083,0.2235,0.889,0.8382,-8.4,-1.4,0.9707477688789368,35.1875,41.0,16.0
stlake,2021-02-03 23:10:23+00:00,2021-02-10 20:03:35+00:00,766:UT:SNTL,0.49267673,6,7.2,0.0381,0.0,0.3734,0.4115,1.3462,1.3462,-9.4,-2.2,0.9784178733825684,13.333333015441895,42.0,12.0
stlake,2021-02-10 19:50:08+00:00,2021-02-23 21:57:38+00:00,814:UT:SNTL,0.26973426,13,-5.8,0.0711,0.2794,0.2362,0.3073,1.0414,1.3208,-2.7,-8.5,1.3120019435882568,51.91666793823242,21.0,12.0
stlake,2021-02-10 19:50:08+00:00,2021-02-23 21:57:38+00:00,366:UT:SNTL,0.41456696,13,-7.0,0.0864,0.3302,0.2235,0.3099,0.8382,1.1684,-1.7,-8.7,1.1553560495376587,35.1875,41.0,16.0
stlake,2021-02-10 19:50:08+00:00,2021-02-23 21:57:38+00:00,766:UT:SNTL,0.41002497,13,-5.3,0.1676,0.5334,0.4115,0.5791,1.397,1.9304,-2.8,-8.1,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-02-10 20:03:22+00:00,2021-02-23 22:11:14+00:00,814:UT:SNTL,0.3599848,13,-6.4,0.0711,0.2794,0.2362,0.3073,1.0414,1.3208,-2.1,-8.5,0.8014991283416748,51.91666793823242,21.0,12.0
stlake,2021-02-10 20:03:22+00:00,2021-02-23 22:11:14+00:00,366:UT:SNTL,0.3814866,13,-7.3,0.0864,0.3302,0.2235,0.3099,0.8382,1.1684,-1.4,-8.7,0.9707477688789368,35.1875,41.0,16.0
stlake,2021-02-10 20:03:22+00:00,2021-02-23 22:11:14+00:00,766:UT:SNTL,0.4086652,13,-5.9,0.1676,0.5842,0.4115,0.5791,1.3462,1.9304,-2.2,-8.1,0.9784178733825684,13.333333015441895,42.0,12.0
stlake,2021-02-23 21:57:38+00:00,2021-03-03 21:08:15+00:00,814:UT:SNTL,0.28751934,7,8.2,0.0152,-0.0254,0.3073,0.3226,1.3208,1.2954,-8.5,-0.3,1.3120019435882568,51.91666793823242,21.0,12.0
stlake,2021-02-23 21:57:38+00:00,2021-03-03 21:08:15+00:00,366:UT:SNTL,0.37441427,7,8.1,0.0254,-0.0508,0.3099,0.3353,1.1684,1.1176,-8.7,-0.6,1.1553560495376587,35.1875,41.0,16.0
stlake,2021-02-23 21:57:38+00:00,2021-03-03 21:08:15+00:00,766:UT:SNTL,0.50715697,7,7.8,0.0305,-0.1016,0.5791,0.6096,1.9304,1.8288,-8.1,-0.3,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-02-23 22:11:14+00:00,2021-03-03 21:22:01+00:00,814:UT:SNTL,0.3686258,7,8.2,0.0152,-0.0254,0.3073,0.3226,1.3208,1.2954,-8.5,-0.3,0.8014991283416748,51.91666793823242,21.0,12.0
stlake,2021-02-23 22:11:14+00:00,2021-03-03 21:22:01+00:00,366:UT:SNTL,0.3758326,7,8.1,0.0254,-0.0508,0.3099,0.3353,1.1684,1.1176,-8.7,-0.6,0.9707477688789368,35.1875,41.0,16.0
stlake,2021-02-23 22:11:14+00:00,2021-03-03 21:22:01+00:00,766:UT:SNTL,0.53159434,7,7.8,0.0305,-0.1016,0.5791,0.6096,1.9304,1.8288,-8.1,-0.3,0.9784178733825684,13.333333015441895,42.0,12.0
stlake,2021-03-03 21:08:15+00:00,2021-03-10 20:54:20+00:00,814:UT:SNTL,0.5691245,6,-6.5,0.0102,0.0508,0.3226,0.3327,1.2954,1.3462,-0.3,-6.8,1.3120019435882568,51.91666793823242,21.0,12.0
stlake,2021-03-03 21:08:15+00:00,2021-03-10 20:54:20+00:00,366:UT:SNTL,0.40828276,6,-5.9,0.0051,0.0,0.3353,0.3404,1.1176,1.1176,-0.6,-6.5,1.1553560495376587,35.1875,41.0,16.0
stlake,2021-03-03 21:08:15+00:00,2021-03-10 20:54:20+00:00,766:UT:SNTL,0.5255363,6,-5.9,0.0051,-0.1016,0.6096,0.6147,1.8288,1.7272,-0.3,-6.2,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-03-03 21:22:01+00:00,2021-03-10 21:08:11+00:00,814:UT:SNTL,0.571176,6,-6.5,0.0102,0.0508,0.3226,0.3327,1.2954,1.3462,-0.3,-6.8,0.8014991283416748,51.91666793823242,21.0,12.0
stlake,2021-03-03 21:22:01+00:00,2021-03-10 21:08:11+00:00,366:UT:SNTL,0.439448,6,-5.9,0.0051,0.0,0.3353,0.3404,1.1176,1.1176,-0.6,-6.5,0.9707477688789368,35.1875,41.0,16.0
stlake,2021-03-03 21:22:01+00:00,2021-03-10 21:08:11+00:00,766:UT:SNTL,0.5490225,6,-5.9,0.0051,-0.1016,0.6096,0.6147,1.8288,1.7272,-0.3,-6.2,0.9784178733825684,13.333333015441895,42.0,12.0
stlake,2021-03-10 20:54:20+00:00,2021-03-16 20:25:07+00:00,814:UT:SNTL,0.4992287,5,5.6,0.0305,0.127,0.3327,0.3632,1.3462,1.4732,-6.8,-1.2,1.3120019435882568,51.91666793823242,21.0,12.0
stlake,2021-03-10 20:54:20+00:00,2021-03-16 20:25:07+00:00,366:UT:SNTL,0.38554126,5,5.2,0.0305,-0.0254,0.3404,0.3708,1.1176,1.0922,-6.5,-1.3,1.1553560495376587,35.1875,41.0,16.0
stlake,2021-03-10 20:54:20+00:00,2021-03-16 20:25:07+00:00,766:UT:SNTL,0.44437847,5,5.3,0.0584,0.127,0.6147,0.6731,1.7272,1.8542,-6.2,-0.9,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-03-10 21:08:11+00:00,2021-03-16 20:39:07+00:00,814:UT:SNTL,0.5524778,5,5.6,0.0305,0.127,0.3327,0.3632,1.3462,1.4732,-6.8,-1.2,0.8014991283416748,51.91666793823242,21.0,12.0
stlake,2021-03-10 21:08:11+00:00,2021-03-16 20:39:07+00:00,366:UT:SNTL,0.46761203,5,5.2,0.0305,-0.0254,0.3404,0.3708,1.1176,1.0922,-6.5,-1.3,0.9707477688789368,35.1875,41.0,16.0
stlake,2021-03-10 21:08:11+00:00,2021-03-16 20:39:07+00:00,766:UT:SNTL,0.5016989,5,5.3,0.0584,0.127,0.6147,0.6731,1.7272,1.8542,-6.2,-0.9,0.9784178733825684,13.333333015441895,42.0,12.0
stlake,2021-03-16 20:25:08+00:00,2021-03-22 19:22:43+00:00,814:UT:SNTL,0.35225824,5,-5.3,0.0356,0.127,0.3632,0.3988,1.4732,1.6002,-1.2,-6.5,1.3120019435882568,51.91666793823242,21.0,12.0
stlake,2021-03-16 20:25:08+00:00,2021-03-22 19:22:43+00:00,366:UT:SNTL,0.33727324,5,-5.8,0.0305,0.2032,0.3708,0.4013,1.0922,1.2954,-1.3,-7.1,1.1553560495376587,35.1875,41.0,16.0
stlake,2021-03-16 20:25:08+00:00,2021-03-22 19:22:43+00:00,766:UT:SNTL,0.36573717,5,-5.6,0.0483,0.254,0.6731,0.7214,1.8542,2.1082,-0.9,-6.5,1.1298354864120483,13.333333015441895,42.0,12.0
stlake,2021-03-16 20:39:07+00:00,2021-03-22 19:36:35+00:00,814:UT:SNTL,0.43110946,5,-5.3,0.0356,0.127,0.3632,0.3988,1.4732,1.6002,-1.2,-6.5,0.8014991283416748,51.91666793823242,21.0,12.0
stlake,2021-03-16 20:39:07+00:00,2021-03-22 19:36:35+00:00,366:UT:SNTL,0.33992726,5,-5.8,0.0305,0.2032,0.3708,0.4013,1.0922,1.2954,-1.3,-7.1,0.9707477688789368,35.1875,41.0,16.0
stlake,2021-03-16 20:39:07+00:00,2021-03-22 19:36:35+00:00,766:UT:SNTL,0.47227192,5,-5.6,0.0483,0.254,0.6731,0.7214,1.8542,2.1082,-0.9,-6.5,0.9784178733825684,13.333333015441895,42.0,12.0
uticam,2021-01-15 19:10:57+00:00,2021-01-20 20:41:01+00:00,919:MT:SNTL,0.510402,5,-6.2,0.0152,0.127,0.1118,0.127,0.4318,0.5588,-2.8,-9.0,0.8785724639892578,51.04999923706055,42.0,20.0
uticam,2021-01-20 20:40:48+00:00,2021-02-23 18:47:21+00:00,919:MT:SNTL,0.35323626,33,1.3,0.0686,0.3048,0.127,0.1956,0.5588,0.8636,-9.0,-7.7,0.8785724639892578,51.04999923706055,42.0,20.0
