site,t1,t2,snotel,cor,days,temp_diff,swe_diff,sd_diff,swe_t1,swe_t2,sd_t1,sd_t2,temp_t1,temp_t2,inc,tree_perc,land_cover,n
alamos,2020-02-12 15:45:59+00:00,2020-02-26 16:27:08+00:00,1173:NM:SNTL,0.39089093,14,-0.1,0.0051,-0.0508,0.1905,0.1956,0.7366,0.6858,-6.3,-6.4,1.2791848182678223,44.625,42.0,16.0
alamos,2020-02-12 15:45:59+00:00,2020-02-26 16:27:08+00:00,708:NM:SNTL,0.511272,14,-0.7,0.0076,-0.127,0.1803,0.188,0.7112,0.5842,-6.0,-6.7,0.8474205136299133,49.0,42.0,12.0
alamos,2020-02-12 15:46:01+00:00,2020-02-19 16:10:13+00:00,1173:NM:SNTL,0.32879192,7,6.0,0.0025,-0.1016,0.1905,0.193,0.7366,0.635,-6.3,-0.3,1.2791848182678223,44.625,42.0,16.0
alamos,2020-02-12 15:46:01+00:00,2020-02-19 16:10:13+00:00,708:NM:SNTL,0.52446204,7,6.2,0.0,-0.1524,0.1803,0.1803,0.7112,0.5588,-6.0,0.2,0.8474205136299133,49.0,42.0,12.0
alamos,2020-02-19 16:10:25+00:00,2020-02-26 16:27:24+00:00,1173:NM:SNTL,0.33189088,7,-6.1,0.0025,0.0508,0.193,0.1956,0.635,0.6858,-0.3,-6.4,1.2791848182678223,44.625,42.0,16.0
alamos,2020-02-19 16:10:25+00:00,2020-02-26 16:27:24+00:00,708:NM:SNTL,0.55721647,7,-6.9,0.0076,0.0254,0.1803,0.188,0.5588,0.5842,0.2,-6.7,0.8474205136299133,49.0,42.0,12.0
donner,2019-12-20 18:29:54+00:00,2020-01-31 19:56:39+00:00,428:CA:SNTL,0.3628748,42,2.5,0.1321,0.381,0.3124,0.4445,1.0668,1.4478,1.8,4.3,1.0094759464263916,38.0625,42.0,16.0
donner,2019-12-20 18:29:54+00:00,2020-01-31 19:56:39+00:00,540:CA:SNTL,0.46945968,42,-1.0,0.033,0.1016,0.1118,0.1448,0.3302,0.4318,3.1,2.1,1.052609920501709,36.91666793823242,42.0,12.0
donner,2019-12-20 18:29:54+00:00,2020-01-31 19:56:39+00:00,539:CA:SNTL,0.5245691,42,-1.9,0.0889,0.2794,0.1626,0.2515,0.508,0.7874,5.2,3.3,1.067202091217041,45.349998474121094,42.0,20.0
donner,2019-12-20 18:29:54+00:00,2020-01-31 19:56:39+00:00,541:CA:SNTL,0.37114948,42,5.4,0.1118,0.127,0.315,0.4267,1.2192,1.3462,2.0,7.4,1.2146174907684326,39.125,42.0,16.0
donner,2020-01-31 19:56:40+00:00,2020-02-19 23:07:38+00:00,428:CA:SNTL,0.5243951,19,-2.8,-0.0305,-0.2286,0.4445,0.414,1.4478,1.2192,4.3,1.5,1.0094759464263916,38.0625,42.0,16.0
donner,2020-01-31 19:56:40+00:00,2020-02-19 23:07:38+00:00,540:CA:SNTL,0.5449669,19,-1.2,0.0025,-0.0762,0.1448,0.1473,0.4318,0.3556,2.1,0.9,1.052609920501709,36.91666793823242,42.0,12.0
donner,2020-01-31 19:56:40+00:00,2020-02-19 23:07:38+00:00,539:CA:SNTL,0.69458574,19,-2.1,0.0051,-0.0762,0.2515,0.2565,0.7874,0.7112,3.3,1.2,1.067202091217041,45.349998474121094,42.0,20.0
donner,2020-01-31 19:56:40+00:00,2020-02-19 23:07:38+00:00,541:CA:SNTL,0.6334063,19,-6.6,0.0051,-0.127,0.4267,0.4318,1.3462,1.2192,7.4,0.8,1.2146174907684326,39.125,42.0,16.0
donner,2020-02-19 23:07:38+00:00,2020-02-26 23:56:53+00:00,428:CA:SNTL,0.6077795,7,2.7,-0.0381,-0.1524,0.414,0.3759,1.2192,1.0668,1.5,4.2,1.0094759464263916,38.0625,42.0,16.0
donner,2020-02-19 23:07:38+00:00,2020-02-26 23:56:53+00:00,540:CA:SNTL,0.6175031,7,2.2,-0.0178,-0.0508,0.1473,0.1295,0.3556,0.3048,0.9,3.1,1.052609920501709,36.91666793823242,42.0,12.0
donner,2020-02-19 23:07:38+00:00,2020-02-26 23:56:53+00:00,539:CA:SNTL,0.76978624,7,2.3,0.0,-0.0254,0.2565,0.2565,0.7112,0.6858,1.2,3.5,1.067202091217041,45.349998474121094,42.0,20.0
donner,2020-02-19 23:07:38+00:00,2020-02-26 23:56:53+00:00,541:CA:SNTL,0.70485014,7,4.9,0.0,-0.0508,0.4318,0.4318,1.2192,1.1684,0.8,5.7,1.2146174907684326,39.125,42.0,16.0
donner,2020-02-26 23:56:53+00:00,2020-03-11 19:34:26+00:00,428:CA:SNTL,0.5825636,13,-0.5,-0.0584,-0.1778,0.3759,0.3175,1.0668,0.889,4.2,3.7,1.0094759464263916,38.0625,42.0,16.0
donner,2020-02-26 23:56:53+00:00,2020-03-11 19:34:26+00:00,540:CA:SNTL,0.66688514,13,0.6,-0.0711,-0.0762,0.1295,0.0584,0.3048,0.2286,3.1,3.7,1.052609920501709,36.91666793823242,42.0,12.0
donner,2020-02-26 23:56:53+00:00,2020-03-11 19:34:26+00:00,539:CA:SNTL,0.7096114,13,-0.5,-0.0457,-0.127,0.2565,0.2108,0.6858,0.5588,3.5,3.0,1.067202091217041,45.349998474121094,42.0,20.0
donner,2020-02-26 23:56:53+00:00,2020-03-11 19:34:26+00:00,541:CA:SNTL,0.63529825,13,-2.5,0.0279,0.0762,0.4318,0.4597,1.1684,1.2446,5.7,3.2,1.2146174907684326,39.125,42.0,16.0
dorado,2020-01-31 19:30:11+00:00,2020-02-12 22:49:46+00:00,428:CA:SNTL,0.5509126,12,-3.1,-0.0203,-0.127,0.4445,0.4242,1.4478,1.3208,4.3,1.2,1.0146517753601074,37.8125,42.0,16.0
dorado,2020-01-31 19:30:11+00:00,2020-02-12 22:49:46+00:00,463:CA:SNTL,0.5014429,12,-4.1,0.0076,-0.0508,0.4902,0.4978,1.2446,1.1938,7.4,3.3,0.8116545677185059,14.75,52.0,16.0
dorado,2020-01-31 19:30:11+00:00,2020-02-12 22:49:46+00:00,724:CA:SNTL,0.40788734,12,-3.6,0.0025,-0.0254,0.3099,0.3124,0.9144,0.889,5.6,2.0,0.42119544744491577,51.9375,42.0,16.0
dorado,2020-01-31 19:30:11+00:00,2020-02-12 22:49:46+00:00,784:CA:SNTL,0.3881899,12,-5.6,-0.0102,-0.1016,0.4826,0.4724,1.143,1.0414,8.0,2.4,0.8601289987564087,0.0,52.0,16.0
dorado,2020-01-31 19:30:11+00:00,2020-02-12 22:49:46+00:00,848:CA:SNTL,0.6098104,12,-0.9,0.0127,-0.0254,0.442,0.4547,1.1938,1.1684,1.0,0.1,0.594768762588501,9.833333015441895,42.0,12.0
dorado,2020-01-31 19:30:11+00:00,2020-02-12 22:49:46+00:00,541:CA:SNTL,0.6537591,12,-4.8,0.0051,-0.0762,0.4267,0.4318,1.3462,1.27,7.4,2.6,0.5446416139602661,39.75,42.0,16.0
dorado,2020-02-12 22:49:45+00:00,2020-02-19 22:42:21+00:00,428:CA:SNTL,0.73294187,6,0.3,-0.0102,-0.1016,0.4242,0.414,1.3208,1.2192,1.2,1.5,1.0146517753601074,37.8125,42.0,16.0
dorado,2020-02-12 22:49:45+00:00,2020-02-19 22:42:21+00:00,463:CA:SNTL,0.51574355,6,-1.2,0.0,-0.0762,0.4978,0.4978,1.1938,1.1176,3.3,2.1,0.8116545677185059,14.75,52.0,16.0
dorado,2020-02-12 22:49:45+00:00,2020-02-19 22:42:21+00:00,724:CA:SNTL,0.60254323,6,-0.7,0.0,-0.0254,0.3124,0.3124,0.889,0.8636,2.0,1.3,0.42119544744491577,51.9375,42.0,16.0
dorado,2020-02-12 22:49:45+00:00,2020-02-19 22:42:21+00:00,784:CA:SNTL,0.5381657,6,-1.3,-0.0229,-0.0254,0.4724,0.4496,1.0414,1.016,2.4,1.1,0.8601289987564087,0.0,52.0,16.0
dorado,2020-02-12 22:49:45+00:00,2020-02-19 22:42:21+00:00,848:CA:SNTL,0.7257635,6,0.5,0.0,-0.0254,0.4547,0.4547,1.1684,1.143,0.1,0.6,0.594768762588501,9.833333015441895,42.0,12.0
dorado,2020-02-12 22:49:45+00:00,2020-02-19 22:42:21+00:00,541:CA:SNTL,0.826472,6,-1.8,0.0,-0.0508,0.4318,0.4318,1.27,1.2192,2.6,0.8,0.5446416139602661,39.75,42.0,16.0
dorado,2020-02-19 22:42:09+00:00,2020-02-26 23:30:36+00:00,428:CA:SNTL,0.6255177,7,2.7,-0.0381,-0.1524,0.414,0.3759,1.2192,1.0668,1.5,4.2,1.0146517753601074,37.8125,42.0,16.0
dorado,2020-02-19 22:42:09+00:00,2020-02-26 23:30:36+00:00,463:CA:SNTL,0.48975456,7,4.5,-0.0203,-0.0508,0.4978,0.4775,1.1176,1.0668,2.1,6.6,0.8116545677185059,14.75,52.0,16.0
dorado,2020-02-19 22:42:09+00:00,2020-02-26 23:30:36+00:00,724:CA:SNTL,0.7619233,7,4.1,-0.0076,-0.0508,0.3124,0.3048,0.8636,0.8128,1.3,5.4,0.42119544744491577,51.9375,42.0,16.0
dorado,2020-02-19 22:42:09+00:00,2020-02-26 23:30:36+00:00,784:CA:SNTL,0.36679637,7,5.0,-0.0152,-0.0508,0.4496,0.4343,1.016,0.9652,1.1,6.1,0.8601289987564087,0.0,52.0,16.0
dorado,2020-02-19 22:42:09+00:00,2020-02-26 23:30:36+00:00,848:CA:SNTL,0.5603751,7,2.3,0.0,-0.1016,0.4547,0.4547,1.143,1.0414,0.6,2.9,0.594768762588501,9.833333015441895,42.0,12.0
dorado,2020-02-19 22:42:09+00:00,2020-02-26 23:30:36+00:00,541:CA:SNTL,0.7723986,7,4.9,0.0,-0.0508,0.4318,0.4318,1.2192,1.1684,0.8,5.7,0.5446416139602661,39.75,42.0,16.0
dorado,2020-02-26 23:30:49+00:00,2020-03-11 16:05:26+00:00,428:CA:SNTL,0.6066797,13,-0.5,-0.0584,-0.1778,0.3759,0.3175,1.0668,0.889,4.2,3.7,1.0146517753601074,37.8125,42.0,16.0
dorado,2020-02-26 23:30:49+00:00,2020-03-11 16:05:26+00:00,463:CA:SNTL,0.45211983,13,-2.3,-0.0381,-0.1016,0.4775,0.4394,1.0668,0.9652,6.6,4.3,0.8116545677185059,14.75,52.0,16.0
dorado,2020-02-26 23:30:49+00:00,2020-03-11 16:05:26+00:00,724:CA:SNTL,0.6787104,13,-1.5,0.0,-0.0254,0.3048,0.3048,0.8128,0.7874,5.4,3.9,0.42119544744491577,51.9375,42.0,16.0
dorado,2020-02-26 23:30:49+00:00,2020-03-11 16:05:26+00:00,784:CA:SNTL,0.34117186,13,-2.2,-0.0152,-0.0254,0.4343,0.4191,0.9652,0.9398,6.1,3.9,0.8601289987564087,0.0,52.0,16.0
dorado,2020-02-26 23:30:49+00:00,2020-03-11 16:05:26+00:00,848:CA:SNTL,0.39781538,13,0.2,-0.0076,-0.0762,0.4547,0.447,1.0414,0.9652,2.9,3.1,0.594768762588501,9.833333015441895,42.0,12.0
dorado,2020-02-26 23:30:49+00:00,2020-03-11 16:05:26+00:00,541:CA:SNTL,0.56967115,13,-2.5,0.0279,0.0762,0.4318,0.4597,1.1684,1.2446,5.7,3.2,0.5446416139602661,39.75,42.0,16.0
fraser,2020-02-12 17:42:04+00:00,2020-02-19 18:15:12+00:00,663:CO:SNTL,0.7580784,7,-2.0,0.0279,0.1016,0.2743,0.3023,1.1176,1.2192,-9.7,-11.7,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2020-02-12 17:42:04+00:00,2020-02-19 18:15:12+00:00,1186:CO:SNTL,0.3429675,7,1.7,0.0356,0.0254,0.4039,0.4394,1.6764,1.7018,-12.4,-10.7,0.9243652820587158,51.875,42.0,16.0
fraser,2020-02-12 17:42:04+00:00,2020-02-19 18:15:12+00:00,838:CO:SNTL,0.48653233,7,-1.3,0.0356,0.0508,0.3048,0.3404,1.3716,1.4224,-10.5,-11.8,0.986225962638855,48.6875,42.0,16.0
fraser,2020-02-12 17:42:04+00:00,2020-02-19 18:15:12+00:00,564:CO:SNTL,,7,-1.9,0.0254,0.0254,0.2743,0.2997,1.3462,1.3716,-9.2,-11.1,1.215876579284668,44.125,21.0,0.0
fraser,2020-02-12 17:42:04+00:00,2020-02-19 18:15:12+00:00,1187:CO:SNTL,0.38371852,7,1.9,0.0508,0.1778,0.3505,0.4013,1.5748,1.7526,-11.7,-9.8,,47.625,42.0,16.0
fraser,2020-02-19 18:15:12+00:00,2020-02-26 18:39:43+00:00,663:CO:SNTL,0.41403398,7,3.4,0.0127,-0.0254,0.3023,0.315,1.2192,1.1938,-11.7,-8.3,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2020-02-19 18:15:12+00:00,2020-02-26 18:39:43+00:00,1186:CO:SNTL,0.41862446,7,-2.4,0.0076,-0.127,0.4394,0.447,1.7018,1.5748,-10.7,-13.1,0.9243652820587158,51.875,42.0,16.0
fraser,2020-02-19 18:15:12+00:00,2020-02-26 18:39:43+00:00,838:CO:SNTL,0.5597819,7,1.0,0.0127,-0.0762,0.3404,0.3531,1.4224,1.3462,-11.8,-10.8,0.986225962638855,48.6875,42.0,16.0
fraser,2020-02-19 18:15:12+00:00,2020-02-26 18:39:43+00:00,564:CO:SNTL,,7,1.7,0.0127,-0.1016,0.2997,0.3124,1.3716,1.27,-11.1,-9.4,1.215876579284668,44.125,21.0,0.0
fraser,2020-02-19 18:15:12+00:00,2020-02-26 18:39:43+00:00,1187:CO:SNTL,0.5228207,7,-3.8,0.0127,-0.2032,0.4013,0.414,1.7526,1.5494,-9.8,-13.6,,47.625,42.0,16.0
fraser,2020-02-26 18:39:30+00:00,2020-03-12 17:25:21+00:00,663:CO:SNTL,0.27789268,14,7.9,0.0152,-0.2032,0.315,0.3302,1.1938,0.9906,-8.3,-0.4,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2020-02-26 18:39:30+00:00,2020-03-12 17:25:21+00:00,1186:CO:SNTL,0.3090886,14,12.1,0.0254,-0.1524,0.447,0.4724,1.5748,1.4224,-13.1,-1.0,0.9243652820587158,51.875,42.0,16.0
fraser,2020-02-26 18:39:30+00:00,2020-03-12 17:25:21+00:00,838:CO:SNTL,0.346232,14,10.2,0.0229,-0.0508,0.3531,0.3759,1.3462,1.2954,-10.8,-0.6,0.986225962638855,48.6875,42.0,16.0
fraser,2020-02-26 18:39:30+00:00,2020-03-12 17:25:21+00:00,564:CO:SNTL,,14,9.8,0.0127,-0.1778,0.3124,0.3251,1.27,1.0922,-9.4,0.4,1.215876579284668,44.125,21.0,0.0
fraser,2020-02-26 18:39:30+00:00,2020-03-12 17:25:21+00:00,1187:CO:SNTL,0.48247927,14,13.1,0.0178,-0.1778,0.414,0.4318,1.5494,1.3716,-13.6,-0.5,,47.625,42.0,16.0
fraser,2021-01-15 17:15:52+00:00,2021-01-20 18:58:52+00:00,663:CO:SNTL,0.37846458,5,2.7,0.0127,0.0762,0.0864,0.0991,0.381,0.4572,-5.1,-2.4,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-01-15 17:15:52+00:00,2021-01-20 18:58:52+00:00,1186:CO:SNTL,0.5801604,5,1.3,0.0152,0.0508,0.1956,0.2108,0.7874,0.8382,-9.4,-8.1,1.0739655494689941,51.875,42.0,16.0
fraser,2021-01-15 17:15:52+00:00,2021-01-20 18:58:52+00:00,838:CO:SNTL,0.54145354,5,3.1,0.0229,0.127,0.1143,0.1372,0.508,0.635,-7.6,-4.5,0.962191104888916,48.6875,42.0,16.0
fraser,2021-01-15 17:15:52+00:00,2021-01-20 18:58:52+00:00,564:CO:SNTL,0.52704746,5,3.2,0.0152,0.0762,0.1016,0.1168,0.508,0.5842,-5.9,-2.7,0.516080379486084,44.125,21.0,16.0
fraser,2021-01-15 17:15:52+00:00,2021-01-20 18:58:52+00:00,1187:CO:SNTL,0.58149904,5,3.9,0.0127,0.0762,0.1702,0.1829,0.6858,0.762,-10.0,-6.1,1.2055563926696777,47.625,42.0,16.0
fraser,2021-01-20 18:58:53+00:00,2021-01-27 19:12:14+00:00,663:CO:SNTL,0.47306964,7,-3.0,0.0051,0.0254,0.0991,0.1041,0.4572,0.4826,-2.4,-5.4,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-01-20 18:58:53+00:00,2021-01-27 19:12:14+00:00,1186:CO:SNTL,0.64816535,7,-3.2,0.0076,0.0508,0.2108,0.2184,0.8382,0.889,-8.1,-11.3,1.0739655494689941,51.875,42.0,16.0
fraser,2021-01-20 18:58:53+00:00,2021-01-27 19:12:14+00:00,838:CO:SNTL,0.59255004,7,-2.5,0.0025,-0.0254,0.1372,0.1397,0.635,0.6096,-4.5,-7.0,0.962191104888916,48.6875,42.0,16.0
fraser,2021-01-20 18:58:53+00:00,2021-01-27 19:12:14+00:00,564:CO:SNTL,0.7124065,7,-3.1,0.0076,0.0254,0.1168,0.1245,0.5842,0.6096,-2.7,-5.8,0.516080379486084,44.125,21.0,16.0
fraser,2021-01-20 18:58:53+00:00,2021-01-27 19:12:14+00:00,1187:CO:SNTL,0.6790128,7,-3.2,0.0102,0.2032,0.1829,0.193,0.762,0.9652,-6.1,-9.3,1.2055563926696777,47.625,42.0,16.0
fraser,2021-01-27 19:12:14+00:00,2021-02-03 18:11:35+00:00,663:CO:SNTL,0.3943884,6,4.2,0.0,-0.0508,0.1041,0.1041,0.4826,0.4318,-5.4,-1.2,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-01-27 19:12:14+00:00,2021-02-03 18:11:35+00:00,1186:CO:SNTL,0.36599255,6,7.1,0.0102,0.0,0.2184,0.2286,0.889,0.889,-11.3,-4.2,1.0739655494689941,51.875,42.0,16.0
fraser,2021-01-27 19:12:14+00:00,2021-02-03 18:11:35+00:00,838:CO:SNTL,0.43643457,6,4.5,0.0076,-0.0254,0.1397,0.1473,0.6096,0.5842,-7.0,-2.5,0.962191104888916,48.6875,42.0,16.0
fraser,2021-01-27 19:12:14+00:00,2021-02-03 18:11:35+00:00,564:CO:SNTL,0.5674972,6,4.8,0.0051,-0.0508,0.1245,0.1295,0.6096,0.5588,-5.8,-1.0,0.516080379486084,44.125,21.0,16.0
fraser,2021-01-27 19:12:14+00:00,2021-02-03 18:11:35+00:00,1187:CO:SNTL,0.47666633,6,5.8,0.0051,-0.1778,0.193,0.1981,0.9652,0.7874,-9.3,-3.5,1.2055563926696777,47.625,42.0,16.0
fraser,2021-01-27 19:25:31+00:00,2021-02-03 18:25:26+00:00,663:CO:SNTL,0.34128395,6,4.2,0.0,-0.0508,0.1041,0.1041,0.4826,0.4318,-5.4,-1.2,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2021-01-27 19:25:31+00:00,2021-02-03 18:25:26+00:00,1186:CO:SNTL,0.36102226,6,7.1,0.0102,0.0,0.2184,0.2286,0.889,0.889,-11.3,-4.2,0.9243652820587158,51.875,42.0,16.0
fraser,2021-01-27 19:25:31+00:00,2021-02-03 18:25:26+00:00,838:CO:SNTL,0.47147372,6,4.5,0.0076,-0.0254,0.1397,0.1473,0.6096,0.5842,-7.0,-2.5,0.986225962638855,48.6875,42.0,16.0
fraser,2021-01-27 19:25:31+00:00,2021-02-03 18:25:26+00:00,564:CO:SNTL,0.46408433,6,4.8,0.0051,-0.0508,0.1245,0.1295,0.6096,0.5588,-5.8,-1.0,1.215876579284668,44.125,21.0,16.0
fraser,2021-01-27 19:25:31+00:00,2021-02-03 18:25:26+00:00,1187:CO:SNTL,,6,5.8,0.0051,-0.1778,0.193,0.1981,0.9652,0.7874,-9.3,-3.5,,47.625,42.0,0.0
fraser,2021-02-03 18:11:25+00:00,2021-02-23 17:03:04+00:00,663:CO:SNTL,0.47890067,19,0.0,0.0813,0.3556,0.1041,0.1854,0.4318,0.7874,-1.2,-1.2,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-02-03 18:11:25+00:00,2021-02-23 17:03:04+00:00,1186:CO:SNTL,0.3598987,19,-0.5,0.0813,0.2794,0.2286,0.3099,0.889,1.1684,-4.2,-4.7,1.0739655494689941,51.875,42.0,16.0
fraser,2021-02-03 18:11:25+00:00,2021-02-23 17:03:04+00:00,838:CO:SNTL,0.43076795,19,-0.4,0.0914,0.381,0.1473,0.2388,0.5842,0.9652,-2.5,-2.9,0.962191104888916,48.6875,42.0,16.0
fraser,2021-02-03 18:11:25+00:00,2021-02-23 17:03:04+00:00,564:CO:SNTL,0.43129215,19,0.2,0.066,0.2794,0.1295,0.1956,0.5588,0.8382,-1.0,-0.8,0.516080379486084,44.125,21.0,16.0
fraser,2021-02-03 18:11:25+00:00,2021-02-23 17:03:04+00:00,1187:CO:SNTL,0.3198204,19,-1.5,0.1245,0.508,0.1981,0.3226,0.7874,1.2954,-3.5,-5.0,1.2055563926696777,47.625,42.0,16.0
fraser,2021-02-03 18:25:11+00:00,2021-03-03 16:47:26+00:00,663:CO:SNTL,0.8398307,27,1.1,0.0965,0.3302,0.1041,0.2007,0.4318,0.762,-1.2,-0.1,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2021-02-03 18:25:11+00:00,2021-03-03 16:47:26+00:00,1186:CO:SNTL,0.44123113,27,0.9,0.094,0.2794,0.2286,0.3226,0.889,1.1684,-4.2,-3.3,0.9243652820587158,51.875,42.0,16.0
fraser,2021-02-03 18:25:11+00:00,2021-03-03 16:47:26+00:00,838:CO:SNTL,0.60111177,27,1.8,0.1041,0.381,0.1473,0.2515,0.5842,0.9652,-2.5,-0.7,0.986225962638855,48.6875,42.0,16.0
fraser,2021-02-03 18:25:11+00:00,2021-03-03 16:47:26+00:00,564:CO:SNTL,0.4675299,27,2.8,0.0787,0.2286,0.1295,0.2083,0.5588,0.7874,-1.0,1.8,1.215876579284668,44.125,21.0,16.0
fraser,2021-02-03 18:25:11+00:00,2021-03-03 16:47:26+00:00,1187:CO:SNTL,,27,3.3,0.1321,0.4572,0.1981,0.3302,0.7874,1.2446,-3.5,-0.2,,47.625,42.0,0.0
fraser,2021-02-23 17:03:04+00:00,2021-03-03 16:33:59+00:00,663:CO:SNTL,0.5803159,7,1.1,0.0152,-0.0254,0.1854,0.2007,0.7874,0.762,-1.2,-0.1,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-02-23 17:03:04+00:00,2021-03-03 16:33:59+00:00,1186:CO:SNTL,0.42584106,7,1.4,0.0127,0.0,0.3099,0.3226,1.1684,1.1684,-4.7,-3.3,1.0739655494689941,51.875,42.0,16.0
fraser,2021-02-23 17:03:04+00:00,2021-03-03 16:33:59+00:00,838:CO:SNTL,0.54166174,7,2.2,0.0127,0.0,0.2388,0.2515,0.9652,0.9652,-2.9,-0.7,0.962191104888916,48.6875,42.0,16.0
fraser,2021-02-23 17:03:04+00:00,2021-03-03 16:33:59+00:00,564:CO:SNTL,0.7122872,7,2.6,0.0127,-0.0508,0.1956,0.2083,0.8382,0.7874,-0.8,1.8,0.516080379486084,44.125,21.0,16.0
fraser,2021-02-23 17:03:04+00:00,2021-03-03 16:33:59+00:00,1187:CO:SNTL,0.35684454,7,4.8,0.0076,-0.0508,0.3226,0.3302,1.2954,1.2446,-5.0,-0.2,1.2055563926696777,47.625,42.0,16.0
fraser,2021-03-03 16:34:09+00:00,2021-03-10 16:05:14+00:00,663:CO:SNTL,0.29333737,6,-6.3,0.0051,0.0,0.2007,0.2057,0.762,0.762,-0.1,-6.4,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-03-03 16:34:09+00:00,2021-03-10 16:05:14+00:00,1186:CO:SNTL,0.44426128,6,-5.7,0.0203,0.0,0.3226,0.3429,1.1684,1.1684,-3.3,-9.0,1.0739655494689941,51.875,42.0,16.0
fraser,2021-03-03 16:34:09+00:00,2021-03-10 16:05:14+00:00,838:CO:SNTL,0.40155706,6,-7.3,0.0076,-0.0508,0.2515,0.2591,0.9652,0.9144,-0.7,-8.0,0.962191104888916,48.6875,42.0,16.0
fraser,2021-03-03 16:34:09+00:00,2021-03-10 16:05:14+00:00,564:CO:SNTL,0.45355856,6,-7.4,0.0051,-0.0508,0.2083,0.2134,0.7874,0.7366,1.8,-5.6,0.516080379486084,44.125,21.0,16.0
fraser,2021-03-03 16:34:09+00:00,2021-03-10 16:05:14+00:00,1187:CO:SNTL,0.39150548,6,-7.8,0.0203,0.0,0.3302,0.3505,1.2446,1.2446,-0.2,-8.0,1.2055563926696777,47.625,42.0,16.0
fraser,2021-03-03 16:47:41+00:00,2021-03-10 16:16:22+00:00,663:CO:SNTL,0.26325354,6,-6.3,0.0051,0.0,0.2007,0.2057,0.762,0.762,-0.1,-6.4,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2021-03-03 16:47:41+00:00,2021-03-10 16:16:22+00:00,1186:CO:SNTL,0.4067268,6,-5.7,0.0203,0.0,0.3226,0.3429,1.1684,1.1684,-3.3,-9.0,0.9243652820587158,51.875,42.0,16.0
fraser,2021-03-03 16:47:41+00:00,2021-03-10 16:16:22+00:00,838:CO:SNTL,0.45690426,6,-7.3,0.0076,-0.0508,0.2515,0.2591,0.9652,0.9144,-0.7,-8.0,0.986225962638855,48.6875,42.0,16.0
fraser,2021-03-03 16:47:41+00:00,2021-03-10 16:16:22+00:00,564:CO:SNTL,0.30886054,6,-7.4,0.0051,-0.0508,0.2083,0.2134,0.7874,0.7366,1.8,-5.6,1.215876579284668,44.125,21.0,16.0
fraser,2021-03-03 16:47:41+00:00,2021-03-10 16:16:22+00:00,1187:CO:SNTL,,6,-7.8,0.0203,0.0,0.3302,0.3505,1.2446,1.2446,-0.2,-8.0,,47.625,42.0,0.0
fraser,2021-03-10 16:05:15+00:00,2021-03-16 21:24:01+00:00,663:CO:SNTL,0.31517634,6,1.1,0.0737,0.4572,0.2057,0.2794,0.762,1.2192,-6.4,-5.3,0.8535640239715576,58.66666793823242,42.0,12.0
fraser,2021-03-10 16:05:15+00:00,2021-03-16 21:24:01+00:00,1186:CO:SNTL,0.39141124,6,1.4,0.0483,0.3048,0.3429,0.3912,1.1684,1.4732,-9.0,-7.6,1.0739655494689941,51.875,42.0,16.0
fraser,2021-03-10 16:05:15+00:00,2021-03-16 21:24:01+00:00,838:CO:SNTL,0.43069845,6,1.9,0.0635,0.2794,0.2591,0.3226,0.9144,1.1938,-8.0,-6.1,0.962191104888916,48.6875,42.0,16.0
fraser,2021-03-10 16:05:15+00:00,2021-03-16 21:24:01+00:00,564:CO:SNTL,0.4133725,6,1.0,0.0635,0.5334,0.2134,0.2769,0.7366,1.27,-5.6,-4.6,0.516080379486084,44.125,21.0,16.0
fraser,2021-03-10 16:05:15+00:00,2021-03-16 21:24:01+00:00,1187:CO:SNTL,0.3716352,6,1.3,0.0483,0.254,0.3505,0.3988,1.2446,1.4986,-8.0,-6.7,1.2055563926696777,47.625,42.0,16.0
fraser,2021-03-10 16:16:22+00:00,2021-03-16 21:36:22+00:00,663:CO:SNTL,0.36553857,6,1.1,0.0737,0.4572,0.2057,0.2794,0.762,1.2192,-6.4,-5.3,1.074515700340271,58.66666793823242,42.0,12.0
fraser,2021-03-10 16:16:22+00:00,2021-03-16 21:36:22+00:00,1186:CO:SNTL,0.4624098,6,1.4,0.0483,0.3048,0.3429,0.3912,1.1684,1.4732,-9.0,-7.6,0.9243652820587158,51.875,42.0,16.0
fraser,2021-03-10 16:16:22+00:00,2021-03-16 21:36:22+00:00,838:CO:SNTL,0.43599826,6,1.9,0.0635,0.2794,0.2591,0.3226,0.9144,1.1938,-8.0,-6.1,0.986225962638855,48.6875,42.0,16.0
fraser,2021-03-10 16:16:22+00:00,2021-03-16 21:36:22+00:00,564:CO:SNTL,0.33985618,6,1.0,0.0635,0.5334,0.2134,0.2769,0.7366,1.27,-5.6,-4.6,1.215876579284668,44.125,21.0,16.0
