datetime,site,geometry,SWE,SWE_units,SNOWDEPTH,SNOWDEPTH_units,AVG AIR TEMP,AVG AIR TEMP_units,datasource
2021-01-19 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.3,in,35.0,in,11.84,degF,NRCS
2021-01-20 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.3,in,33.0,in,17.42,degF,NRCS
2021-01-21 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.4,in,33.0,in,20.84,degF,NRCS
2021-01-22 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.4,in,33.0,in,22.1,degF,NRCS
2021-01-23 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.4,in,34.0,in,19.22,degF,NRCS
2021-01-24 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.4,in,34.0,in,14.18,degF,NRCS
2021-01-25 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.4,in,34.0,in,10.4,degF,NRCS
2021-01-26 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.5,in,35.0,in,8.42,degF,NRCS
2021-01-27 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.6,in,35.0,in,11.66,degF,NRCS
2021-01-28 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.7,in,35.0,in,25.34,degF,NRCS
2021-01-29 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.7,in,34.0,in,25.88,degF,NRCS
2021-01-30 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.7,in,34.0,in,17.24,degF,NRCS
2021-01-31 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),8.9,in,36.0,in,14.9,degF,NRCS
2021-02-01 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),9.0,in,36.0,in,24.8,degF,NRCS
2021-02-02 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),9.0,in,35.0,in,27.32,degF,NRCS
2021-02-03 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),9.0,in,35.0,in,24.44,degF,NRCS
2021-02-04 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),9.8,in,46.0,in,7.88,degF,NRCS
2021-02-05 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),9.8,in,45.0,in,11.12,degF,NRCS
2021-02-06 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.2,in,46.0,in,13.1,degF,NRCS
2021-02-07 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.5,in,45.0,in,18.86,degF,NRCS
2021-02-08 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.5,in,43.0,in,22.64,degF,NRCS
2021-02-09 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.6,in,42.0,in,24.8,degF,NRCS
2021-02-10 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.6,in,41.0,in,22.28,degF,NRCS
2021-02-11 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.6,in,41.0,in,22.1,degF,NRCS
2021-02-12 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.8,in,41.0,in,23.54,degF,NRCS
2021-02-13 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.1,in,44.0,in,20.84,degF,NRCS
2021-02-14 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.2,in,45.0,in,12.2,degF,NRCS
2021-02-15 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.2,in,44.0,in,7.16,degF,NRCS
2021-02-16 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.3,in,45.0,in,12.2,degF,NRCS
2021-02-17 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.4,in,46.0,in,9.5,degF,NRCS
2021-02-18 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.6,in,46.0,in,4.1,degF,NRCS
2021-02-19 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.6,in,45.0,in,12.2,degF,NRCS
2021-02-20 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.0,in,47.0,in,18.86,degF,NRCS
2021-02-21 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.1,in,48.0,in,9.14,degF,NRCS
2021-02-22 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.2,in,47.0,in,19.58,degF,NRCS
2021-02-23 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.2,in,46.0,in,23.54,degF,NRCS
2021-02-24 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.2,in,46.0,in,13.1,degF,NRCS
2021-02-25 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.2,in,44.0,in,10.58,degF,NRCS
2021-02-26 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.2,in,45.0,in,15.26,degF,NRCS
2021-02-27 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.3,in,45.0,in,7.7,degF,NRCS
2021-02-28 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.5,in,48.0,in,1.04,degF,NRCS
2021-03-01 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.5,in,47.0,in,14.54,degF,NRCS
2021-03-02 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.7,in,46.0,in,20.66,degF,NRCS
2021-03-03 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.7,in,46.0,in,26.06,degF,NRCS
2021-03-04 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.9,in,45.0,in,23.72,degF,NRCS
2021-03-05 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.3,in,52.0,in,22.1,degF,NRCS
2021-03-06 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.3,in,50.0,in,26.24,degF,NRCS
2021-03-07 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.3,in,49.0,in,32.0,degF,NRCS
2021-03-08 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.3,in,47.0,in,33.08,degF,NRCS
2021-03-09 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.3,in,46.0,in,32.18,degF,NRCS
2021-03-10 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.5,in,46.0,in,15.8,degF,NRCS
2021-03-11 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.7,in,51.0,in,17.24,degF,NRCS
2021-03-12 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.8,in,51.0,in,22.28,degF,NRCS
2021-03-13 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.9,in,50.0,in,20.84,degF,NRCS
2021-03-14 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),14.2,in,55.0,in,14.54,degF,NRCS
2021-03-15 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),14.8,in,59.0,in,19.58,degF,NRCS
2021-03-16 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.1,in,57.0,in,20.66,degF,NRCS
2021-03-17 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.4,in,58.0,in,18.32,degF,NRCS
2021-03-18 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.4,in,58.0,in,22.1,degF,NRCS
2021-03-19 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.5,in,57.0,in,29.66,degF,NRCS
2021-03-20 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.6,in,55.0,in,35.42,degF,NRCS
2021-03-21 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.7,in,56.0,in,23.0,degF,NRCS
2021-03-22 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),16.5,in,64.0,in,20.48,degF,NRCS
2021-03-23 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),16.6,in,59.0,in,15.44,degF,NRCS
2021-03-24 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),16.6,in,61.0,in,17.06,degF,NRCS
2021-03-25 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),16.8,in,61.0,in,19.22,degF,NRCS
2021-03-26 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),16.9,in,62.0,in,19.58,degF,NRCS
2021-03-27 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.1,in,63.0,in,19.4,degF,NRCS
2021-03-28 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.2,in,61.0,in,28.04,degF,NRCS
2021-03-29 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.5,in,60.0,in,30.92,degF,NRCS
2021-03-30 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.7,in,63.0,in,11.12,degF,NRCS
2021-03-31 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.7,in,63.0,in,17.06,degF,NRCS
2021-04-01 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.8,in,61.0,in,29.48,degF,NRCS
2021-04-02 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.9,in,58.0,in,36.86,degF,NRCS
2021-04-03 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.7,in,55.0,in,40.28,degF,NRCS
2021-04-04 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.6,in,54.0,in,40.28,degF,NRCS
2021-04-05 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.6,in,53.0,in,42.98,degF,NRCS
2021-04-06 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.4,in,51.0,in,27.5,degF,NRCS
2021-04-07 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.3,in,49.0,in,26.78,degF,NRCS
2021-04-08 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.5,in,52.0,in,33.08,degF,NRCS
2021-04-09 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.6,in,52.0,in,24.44,degF,NRCS
2021-04-10 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.6,in,52.0,in,32.9,degF,NRCS
2021-04-11 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.5,in,50.0,in,34.52,degF,NRCS
2021-04-12 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.4,in,49.0,in,29.48,degF,NRCS
2021-04-13 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.3,in,48.0,in,29.66,degF,NRCS
2021-04-14 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.3,in,48.0,in,31.82,degF,NRCS
2021-04-15 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.3,in,48.0,in,27.68,degF,NRCS
2021-04-16 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.0,in,56.0,in,18.68,degF,NRCS
2021-04-17 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.1,in,57.0,in,17.06,degF,NRCS
2021-04-18 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.1,in,53.0,in,21.38,degF,NRCS
2021-04-19 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.3,in,52.0,in,25.88,degF,NRCS
2021-04-20 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.7,in,54.0,in,15.62,degF,NRCS
2021-04-21 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.8,in,55.0,in,23.0,degF,NRCS
2021-04-22 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.1,in,55.0,in,24.8,degF,NRCS
2021-04-23 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.6,in,61.0,in,24.44,degF,NRCS
2021-04-24 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.7,in,57.0,in,31.82,degF,NRCS
2021-04-25 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.7,in,56.0,in,40.46,degF,NRCS
2021-04-26 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.5,in,53.0,in,39.56,degF,NRCS
2021-04-27 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.3,in,51.0,in,30.56,degF,NRCS
2021-04-28 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.5,in,56.0,in,30.74,degF,NRCS
2021-04-29 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.7,in,54.0,in,37.76,degF,NRCS
2021-04-30 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.6,in,51.0,in,45.14,degF,NRCS
2021-05-01 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.2,in,49.0,in,48.02,degF,NRCS
2021-05-02 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.0,in,47.0,in,36.32,degF,NRCS
2021-05-03 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.9,in,47.0,in,28.04,degF,NRCS
2021-05-04 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.9,in,47.0,in,29.48,degF,NRCS
2021-05-05 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.4,in,52.0,in,31.82,degF,NRCS
2021-05-06 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.4,in,49.0,in,42.44,degF,NRCS
2021-05-07 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.3,in,47.0,in,46.94,degF,NRCS
2021-05-08 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.6,in,45.0,in,35.06,degF,NRCS
2021-05-09 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.6,in,46.0,in,27.86,degF,NRCS
2021-05-10 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.8,in,47.0,in,27.32,degF,NRCS
2021-05-11 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.3,in,53.0,in,24.8,degF,NRCS
2021-05-12 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.8,in,54.0,in,29.66,degF,NRCS
2021-05-13 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.9,in,53.0,in,38.66,degF,NRCS
2021-05-14 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.8,in,48.0,in,41.54,degF,NRCS
2021-05-15 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),19.7,in,48.0,in,44.42,degF,NRCS
2021-05-16 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.6,in,46.0,in,40.82,degF,NRCS
2021-05-17 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.5,in,45.0,in,36.86,degF,NRCS
2021-05-18 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),18.6,in,45.0,in,39.56,degF,NRCS
2021-05-19 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.7,in,44.0,in,41.0,degF,NRCS
2021-05-20 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),17.3,in,42.0,in,46.58,degF,NRCS
2021-05-21 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),16.5,in,40.0,in,44.6,degF,NRCS
2021-05-22 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.6,in,38.0,in,41.54,degF,NRCS
2021-05-23 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.8,in,37.0,in,36.32,degF,NRCS
2021-05-24 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),15.3,in,37.0,in,38.66,degF,NRCS
2021-05-25 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),14.7,in,34.0,in,41.54,degF,NRCS
2021-05-26 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.9,in,32.0,in,44.42,degF,NRCS
2021-05-27 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),13.5,in,29.0,in,42.62,degF,NRCS
2021-05-28 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),12.5,in,28.0,in,45.68,degF,NRCS
2021-05-29 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.9,in,25.0,in,43.34,degF,NRCS
2021-05-30 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.4,in,24.0,in,37.76,degF,NRCS
2021-05-31 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.4,in,25.0,in,37.4,degF,NRCS
2021-06-01 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.1,in,23.0,in,39.2,degF,NRCS
2021-06-02 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),11.0,in,24.0,in,44.24,degF,NRCS
2021-06-03 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),10.2,in,21.0,in,48.02,degF,NRCS
2021-06-04 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),9.2,in,18.0,in,52.34,degF,NRCS
2021-06-05 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),7.8,in,14.0,in,49.46,degF,NRCS
2021-06-06 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),6.6,in,10.0,in,49.28,degF,NRCS
2021-06-07 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),5.7,in,8.0,in,47.84,degF,NRCS
2021-06-08 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),4.6,in,4.0,in,53.96,degF,NRCS
2021-06-09 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),3.1,in,2.0,in,53.42,degF,NRCS
2021-06-10 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),1.6,in,1.0,in,55.94,degF,NRCS
2021-06-11 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.8,in,0.0,in,50.54,degF,NRCS
2021-06-12 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,55.22,degF,NRCS
2021-06-13 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,56.84,degF,NRCS
2021-06-14 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,60.08,degF,NRCS
2021-06-15 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,61.16,degF,NRCS
2021-06-16 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,60.08,degF,NRCS
2021-06-17 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,60.8,degF,NRCS
2021-06-18 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,55.94,degF,NRCS
2021-06-19 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,51.8,degF,NRCS
2021-06-20 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,55.94,degF,NRCS
2021-06-21 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,51.8,degF,NRCS
2021-06-22 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,58.28,degF,NRCS
2021-06-23 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,55.22,degF,NRCS
2021-06-24 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,46.4,degF,NRCS
2021-06-25 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,43.34,degF,NRCS
2021-06-26 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,40.46,degF,NRCS
2021-06-27 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,40.82,degF,NRCS
2021-06-28 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,42.62,degF,NRCS
2021-06-29 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,45.32,degF,NRCS
2021-06-30 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,46.58,degF,NRCS
2021-07-01 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,47.66,degF,NRCS
2021-07-02 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,52.52,degF,NRCS
2021-07-03 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,55.94,degF,NRCS
2021-07-04 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,56.48,degF,NRCS
2021-07-05 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,53.78,degF,NRCS
2021-07-06 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,53.6,degF,NRCS
2021-07-07 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,56.12,degF,NRCS
2021-07-08 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,59.72,degF,NRCS
2021-07-09 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,58.64,degF,NRCS
2021-07-10 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,55.04,degF,NRCS
2021-07-11 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,55.22,degF,NRCS
2021-07-12 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,56.84,degF,NRCS
2021-07-13 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,53.78,degF,NRCS
2021-07-14 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,48.2,degF,NRCS
2021-07-15 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,51.44,degF,NRCS
2021-07-16 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,52.7,degF,NRCS
2021-07-17 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,54.14,degF,NRCS
2021-07-18 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,56.84,degF,NRCS
2021-07-19 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,58.28,degF,NRCS
2021-07-20 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,57.02,degF,NRCS
2021-07-21 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,54.14,degF,NRCS
2021-07-22 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,51.98,degF,NRCS
2021-07-23 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,50.36,degF,NRCS
2021-07-24 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,52.34,degF,NRCS
2021-07-25 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,54.5,degF,NRCS
2021-07-26 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,56.12,degF,NRCS
2021-07-27 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,57.74,degF,NRCS
2021-07-28 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,59.0,degF,NRCS
2021-07-29 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,57.56,degF,NRCS
2021-07-30 08:00:00+00:00,1186:CO:SNTL,POINT Z (-105.86765 39.86866 11156),0.0,in,0.0,in,50.72,degF,NRCS
